Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,05/21/19,New Delhi,Cochin,DEL ? HYD ? COK,7:10,18:10,11h,1 stop,No info,7038
Multiple carriers,05/24/19,New Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,7h 35m,1 stop,No info,7740
Vistara,06/09/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982
Jet Airways,06/18/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,non-stop,No info,5678
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,22-05-21 22:35,26h 35m,1 stop,In-flight meal not included,10844
Jet Airways,05/12/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,No info,7229
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,19:15,10h 15m,1 stop,No info,16108
Air India,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,3:50,19:15,15h 25m,1 stop,No info,8669
IndiGo,05/18/19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3858
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608
Air India,05/24/19,Kolkata,Bangalore,CCU ? GAU ? DEL ? BLR,9:50,25-05-21 12:30,26h 40m,2 stops,No info,15170
Vistara,04/01/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,4851
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,2:15,18:50,16h 35m,1 stop,In-flight meal not included,7438
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,2:15,19:00,16h 45m,1 stop,In-flight meal not included,10262
GoAir,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,5281
Multiple carriers,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,7:30,19:15,11h 45m,1 stop,No info,7354
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? HYD ? COK,9:45,16:10,6h 25m,1 stop,No info,9646
Jet Airways,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,18:50,10h 50m,1 stop,In-flight meal not included,6068
Jet Airways,04/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,12:00,5h 30m,1 stop,In-flight meal not included,10056
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,7:00,19:00,12h,1 stop,No info,10197
Jet Airways,04/12/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,7229
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,16-06-21 4:25,15h 25m,1 stop,In-flight meal not included,10262
IndiGo,06/09/19,Chennai,Kolkata,MAA ? CCU,22:05,10/06/21 0:25,2h 20m,non-stop,No info,5277
SpiceJet,04/21/19,Kolkata,Bangalore,CCU ? BLR,22:20,22-04-21 0:40,2h 20m,non-stop,No check-in baggage included,4807
Air India,05/18/19,Kolkata,Bangalore,CCU ? BOM ? GOI ? BLR,16:50,19-05-21 5:35,12h 45m,2 stops,No info,11642
Air India,06/09/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,non-stop,No info,6961
Air India,05/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,8918
Multiple carriers,05/06/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,9794
IndiGo,03/03/19,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,non-stop,No info,7295
Jet Airways,05/09/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,non-stop,No info,5678
Air Asia,06/06/19,Kolkata,Bangalore,CCU ? BBI ? BLR,19:55,23:30,3h 35m,1 stop,No info,6857
Jet Airways Business,03/01/19,Bangalore,New Delhi,BLR ? MAA ? DEL,9:45,14:25,4h 40m,1 stop,Business class,57209
IndiGo,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,11:25,16-05-21 1:30,14h 5m,1 stop,No info,6979
SpiceJet,04/18/19,Bangalore,New Delhi,BLR ? DEL,21:10,19-04-21 0:05,2h 55m,non-stop,No check-in baggage included,5515
Air India,03/12/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,19:40,13-03-21 9:10,13h 30m,1 stop,No info,10208
Jet Airways,03/18/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:25,1h 30m,non-stop,No info,5678
Multiple carriers,06/09/19,New Delhi,Cochin,DEL ? IXU ? BOM ? COK,17:50,10/06/21 1:30,7h 40m,2 stops,No info,18485
Air India,05/18/19,New Delhi,Cochin,DEL ? BLR ? COK,17:40,19-05-21 8:15,14h 35m,1 stop,No info,8361
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844
Jet Airways,03/01/19,Bangalore,New Delhi,BLR ? BOM ? DEL,14:05,02/03/21 11:25,21h 20m,1 stop,No info,20800
SpiceJet,05/24/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
Multiple carriers,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,17:00,10/03/21 1:35,8h 35m,1 stop,No info,14343
SpiceJet,05/18/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,4319
Air India,06/06/19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,6094
SpiceJet,06/15/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,non-stop,No info,3873
Vistara,05/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,20:20,13h 10m,1 stop,No info,8610
IndiGo,06/06/19,Bangalore,New Delhi,BLR ? DEL,0:25,3:15,2h 50m,non-stop,No info,3943
SpiceJet,06/21/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,02/05/21 9:45,16h 45m,1 stop,No info,11467
Jet Airways,03/27/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2071
Jet Airways,04/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,23:35,15h 10m,1 stop,In-flight meal not included,7064
IndiGo,03/21/19,New Delhi,Cochin,DEL ? HYD ? COK,6:40,22:20,15h 40m,1 stop,No info,6558
Air India,06/21/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6961
SpiceJet,03/18/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,non-stop,No check-in baggage included,4413
IndiGo,04/24/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,4804
SpiceJet,05/06/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,non-stop,No info,3971
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,6:45,28-06-21 12:35,29h 50m,2 stops,In-flight meal not included,10919
Air India,03/21/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,3670
Jet Airways,04/15/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,5443
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? LKO ? BOM ? COK,9:25,07/06/21 4:25,19h,2 stops,No info,13882
Vistara,03/03/19,Bangalore,New Delhi,BLR ? AMD ? DEL,6:40,12:35,5h 55m,1 stop,No info,12476
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,13-06-21 18:00,21h 35m,1 stop,No info,12692
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,02/05/21 8:15,18h 10m,1 stop,No info,13941
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,No info,7229
GoAir,06/24/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,non-stop,No info,3898
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,10/06/21 12:00,16h,1 stop,No info,14571
Jet Airways,03/12/19,Bangalore,New Delhi,BLR ? BOM ? DEL,18:55,13-03-21 10:25,15h 30m,1 stop,No info,13817
Air India,03/12/19,Bangalore,New Delhi,BLR ? HYD ? VGA ? DEL,6:50,13-03-21 11:20,28h 30m,2 stops,No info,12734
Air Asia,05/15/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:35,23:30,15h 55m,1 stop,No info,5192
Air India,05/06/19,Kolkata,Bangalore,CCU ? HYD ? BLR,19:00,07/05/21 4:40,9h 40m,1 stop,No info,6117
IndiGo,04/18/19,Bangalore,New Delhi,BLR ? DEL,22:10,19-04-21 1:00,2h 50m,non-stop,No info,4591
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,10/06/21 10:55,25h 20m,1 stop,No info,14151
Vistara,03/09/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,non-stop,No info,7266
IndiGo,05/06/19,Kolkata,Bangalore,CCU ? PAT ? BLR,9:20,14:15,4h 55m,1 stop,No info,11319
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,No info,14924
SpiceJet,06/21/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
IndiGo,06/09/19,Kolkata,Bangalore,CCU ? MAA ? BLR,8:10,13:00,4h 50m,1 stop,No info,5069
Air India,03/06/19,Mumbai,Hyderabad,BOM ? MAA ? HYD,5:55,22:00,16h 5m,1 stop,No info,10366
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,11:25,19:15,7h 50m,1 stop,No info,7997
Air India,05/12/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,20:25,14h 35m,2 stops,No info,12513
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,10/06/21 12:35,22h,2 stops,No info,13376
Air India,06/06/19,New Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,5:15,07/06/21 19:15,38h,3 stops,No info,10703
Air India,03/06/19,New Delhi,Cochin,DEL ? BLR ? COK,6:10,07/03/21 8:15,26h 5m,1 stop,No info,11038
Air India,06/01/19,New Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,02/06/21 19:15,26h,2 stops,No info,12970
IndiGo,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,22-05-21 1:30,14h 55m,1 stop,No info,6794
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,13-06-21 4:40,22h 10m,1 stop,No info,12739
Multiple carriers,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,7408
IndiGo,05/03/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,16-06-21 19:00,23h 15m,1 stop,In-flight meal not included,10262
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,22:05,12h 30m,1 stop,No info,12121
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,10/05/21 4:25,22h 55m,2 stops,In-flight meal not included,13029
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,28-05-21 19:00,23h 50m,2 stops,No info,15129
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,2:15,12:35,10h 20m,1 stop,In-flight meal not included,10262
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,18:15,02/06/21 4:25,10h 10m,1 stop,No info,14714
Vistara,03/06/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,15:40,22:55,7h 15m,1 stop,No info,12395
SpiceJet,03/24/19,Bangalore,New Delhi,BLR ? DEL,5:45,8:35,2h 50m,non-stop,No check-in baggage included,3527
IndiGo,06/27/19,Kolkata,Bangalore,CCU ? BLR,21:25,28-06-21 0:05,2h 40m,non-stop,No info,4804
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,02/05/21 8:15,11h 5m,1 stop,No info,14781
IndiGo,04/27/19,New Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,7173
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,In-flight meal not included,8401
SpiceJet,03/09/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:05,1h 20m,non-stop,No info,4391
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,10/06/21 12:35,15h 10m,2 stops,No info,13292
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
Air India,05/01/19,Kolkata,Bangalore,CCU ? BOM ? AMD ? BLR,9:25,02/05/21 5:25,20h,2 stops,No info,14687
Air India,05/03/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5510
IndiGo,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,10:45,22-03-21 1:35,14h 50m,1 stop,No info,7318
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,25-03-21 16:20,19h 10m,1 stop,No info,13759
IndiGo,05/27/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,non-stop,No info,4823
SpiceJet,05/27/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
Air India,05/01/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,non-stop,No info,3625
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,6:45,28-06-21 12:35,29h 50m,2 stops,No info,13376
Air India,05/27/19,New Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,13223
Air India,03/01/19,Bangalore,New Delhi,BLR ? BOM ? IDR ? DEL,8:50,02/03/21 11:10,26h 20m,2 stops,No info,19372
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? LKO ? BOM ? COK,11:45,28-06-21 12:35,24h 50m,2 stops,No info,13882
IndiGo,03/03/19,New Delhi,Cochin,DEL ? HYD ? COK,6:40,12:00,5h 20m,1 stop,No info,9304
IndiGo,05/18/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,non-stop,No info,4392
Air India,03/01/19,Bangalore,New Delhi,BLR ? CCU ? BBI ? HYD ? DEL,5:50,02/03/21 12:15,30h 25m,3 stops,No info,12346
Air Asia,05/24/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,15:10,23:30,8h 20m,2 stops,No info,5192
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,16:10,9h 5m,1 stop,No info,9646
Air India,05/09/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,10/05/21 19:15,23h 30m,2 stops,No info,10178
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,14:00,04/06/21 12:35,22h 35m,1 stop,In-flight meal not included,10262
Jet Airways,06/03/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,04/06/21 19:00,23h 15m,1 stop,In-flight meal not included,10262
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,28-05-21 1:30,12h 30m,1 stop,In-flight meal not included,6943
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,8:30,19:00,10h 30m,1 stop,No info,11200
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,17:25,10/03/21 4:25,11h,1 stop,No info,15554
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,23:35,14h,1 stop,No info,14151
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,7:30,19:15,11h 45m,1 stop,No info,8371
Air India,05/15/19,Kolkata,Bangalore,CCU ? GAU ? DEL ? BLR,9:50,16-05-21 8:55,23h 5m,2 stops,No info,14960
Multiple carriers,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,7:30,19:00,11h 30m,1 stop,No info,10877
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,5:45,19-05-21 4:40,22h 55m,1 stop,No info,13941
IndiGo,03/27/19,New Delhi,Cochin,DEL ? HYD ? COK,4:55,16:10,11h 15m,1 stop,No info,6171
SpiceJet,06/03/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
Air India,06/01/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,10336
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,5:45,19:10,13h 25m,1 stop,In-flight meal not included,7832
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,4:45,19:15,14h 30m,1 stop,No info,6630
IndiGo,04/06/19,Kolkata,Bangalore,CCU ? MAA ? BLR,6:15,10:30,4h 15m,1 stop,No info,4226
IndiGo,03/21/19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,3384
Jet Airways,03/18/19,Bangalore,New Delhi,BLR ? BOM ? DEL,14:05,19:10,5h 5m,1 stop,No info,14815
SpiceJet,03/18/19,Kolkata,Bangalore,CCU ? BLR,22:20,19-03-21 0:40,2h 20m,non-stop,No info,3847
Multiple carriers,04/09/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,12537
Air Asia,03/01/19,Kolkata,Bangalore,CCU ? BLR,19:35,22:05,2h 30m,non-stop,No info,5964
IndiGo,06/24/19,New Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,4h 50m,1 stop,No info,6147
Air Asia,06/21/19,Kolkata,Bangalore,CCU ? BLR,22:50,22-06-21 1:20,2h 30m,non-stop,No info,3807
Multiple carriers,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,11:40,10/06/21 1:30,13h 50m,1 stop,No info,6795
SpiceJet,04/06/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,4319
IndiGo,04/03/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,19-05-21 22:35,26h 35m,1 stop,In-flight meal not included,10844
IndiGo,03/09/19,Chennai,Kolkata,MAA ? CCU,22:05,10/03/21 0:25,2h 20m,non-stop,No info,6297
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,21:00,15h,1 stop,No info,7740
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,22-03-21 4:25,13h 25m,1 stop,In-flight meal not included,6017
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,18:50,11h 45m,1 stop,No info,12767
IndiGo,03/01/19,Bangalore,New Delhi,BLR ? HYD ? DEL,16:55,21:50,4h 55m,1 stop,No Info,8153
IndiGo,03/03/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,8:35,21:20,12h 45m,2 stops,No info,8049
Vistara,05/27/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,non-stop,No info,4668
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:00,13:15,5h 15m,1 stop,In-flight meal not included,9134
Multiple carriers,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,15:05,10/03/21 1:35,10h 30m,1 stop,In-flight meal not included,14086
IndiGo,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,10:45,28-03-21 1:35,14h 50m,1 stop,No info,6628
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,8:45,21:00,12h 15m,1 stop,No info,7740
Air Asia,06/06/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483
IndiGo,06/24/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4804
SpiceJet,05/01/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,non-stop,No info,2017
IndiGo,06/27/19,Chennai,Kolkata,MAA ? CCU,22:05,28-06-21 0:25,2h 20m,non-stop,No info,5277
IndiGo,04/03/19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,non-stop,No info,2754
SpiceJet,06/03/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841
Air India,06/09/19,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,3100
IndiGo,05/06/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,non-stop,No info,3850
IndiGo,06/24/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,non-stop,No info,4804
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,25-06-21 12:35,26h 55m,2 stops,No info,13014
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,16-05-21 4:40,8h 40m,1 stop,No info,13941
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,10/03/21 18:50,23h 5m,1 stop,In-flight meal not included,14053
Jet Airways,03/03/19,New Delhi,Cochin,DEL ? BHO ? BOM ? COK,5:40,04/03/21 18:50,37h 10m,2 stops,No info,21314
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? HYD ? COK,9:45,22:30,12h 45m,1 stop,No info,10348
Air India,05/27/19,New Delhi,Cochin,DEL ? BLR ? COK,9:45,23:00,13h 15m,1 stop,No info,8907
Air India,05/09/19,New Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,10/05/21 19:15,30h 20m,2 stops,No info,11596
IndiGo,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,18:35,28-06-21 1:30,6h 55m,1 stop,No info,5883
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,19-05-21 19:00,23h 15m,1 stop,In-flight meal not included,12373
Multiple carriers,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,3:50,11:30,7h 40m,1 stop,No info,7408
SpiceJet,03/09/19,Bangalore,New Delhi,BLR ? PNQ ? DEL,10:20,18:15,7h 55m,1 stop,No info,7294
Jet Airways,03/01/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:55,02/03/21 0:45,15h 50m,1 stop,No info,26890
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,14781
SpiceJet,03/21/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,non-stop,No info,4945
SpiceJet,03/24/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,non-stop,No info,3859
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,9794
Jet Airways,04/01/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,No info,8040
Air India,05/18/19,New Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,5:15,19-05-21 19:15,38h,3 stops,No info,10703
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,28-06-21 12:35,26h 55m,2 stops,No info,13014
Air India,04/01/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,23:15,17h 25m,2 stops,No info,11516
Air India,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,21:00,10/06/21 19:15,22h 15m,1 stop,No info,8372
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,17:00,07/06/21 14:25,21h 25m,1 stop,In-flight meal not included,10539
IndiGo,05/15/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,non-stop,No info,4423
Jet Airways,05/21/19,New Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,22-05-21 4:25,8h 25m,2 stops,In-flight meal not included,15318
IndiGo,05/03/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
Air Asia,06/03/19,Bangalore,New Delhi,BLR ? DEL,23:55,04/06/21 2:45,2h 50m,non-stop,No info,7120
SpiceJet,05/15/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597
SpiceJet,05/01/19,Kolkata,Bangalore,CCU ? BLR,22:20,02/05/21 0:40,2h 20m,non-stop,No info,3873
IndiGo,06/15/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,non-stop,No info,4823
IndiGo,04/21/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,4591
Air India,04/01/19,Kolkata,Bangalore,CCU ? BBI ? BLR,9:10,13:15,4h 5m,1 stop,No info,5793
Vistara,05/24/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,non-stop,No info,4668
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,No info,4777
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,02/05/21 22:05,25h 40m,1 stop,No info,14151
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823
Air India,05/27/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,28-05-21 9:25,20h 10m,2 stops,No info,10467
Jet Airways,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,No info,16289
Jet Airways,03/18/19,Bangalore,New Delhi,BLR ? BOM ? DEL,11:40,16-03-21 10:25,22h 45m,1 stop,In-flight meal not included,11087
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? LKO ? BOM ? COK,9:25,13-06-21 4:25,19h,2 stops,No info,13882
IndiGo,05/18/19,New Delhi,Cochin,DEL ? HYD ? COK,7:35,22:30,14h 55m,1 stop,No info,7144
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,22-03-21 1:35,12h 35m,1 stop,No info,13542
IndiGo,05/01/19,Kolkata,Bangalore,CCU ? MAA ? BLR,6:20,10:20,4h,1 stop,No info,4226
Air India,05/06/19,Kolkata,Bangalore,CCU ? BBI ? HYD ? BLR,9:10,07/05/21 4:40,19h 30m,2 stops,No info,6117
Jet Airways,03/15/19,Bangalore,New Delhi,BLR ? BOM ? DEL,8:00,18:25,10h 25m,1 stop,In-flight meal not included,9134
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,02/06/21 1:30,15h 10m,1 stop,No info,6795
IndiGo,05/12/19,New Delhi,Cochin,DEL ? COK,21:05,13-05-21 0:20,3h 15m,non-stop,No info,8626
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,18:55,07/06/21 19:50,24h 55m,1 stop,No info,14571
